conv_id,utterance_idx,context,prompt,translated_prompt,speaker_idx,utterance,translated_utterance,selfeval,tags,,,
hit:11_conv:23,3,excited,Last week_comma_ I was watching the world cup_comma_ and watched croatia win from russia,"في الأسبوع الماضي ، كنت أشاهد كأس العالم ، وشاهدت كرواتيا تفوز من روسيا",16,Yes! Both countries were not about to let each other win,نعم! كلا البلدين لم يكن على وشك السماح لبعضهما البعض بالفوز,4|5|5_5|5|5,,,,
hit:11_conv:23,4,excited,Last week_comma_ I was watching the world cup_comma_ and watched croatia win from russia,"في الأسبوع الماضي ، كنت أشاهد كأس العالم ، وشاهدت كرواتيا تفوز من روسيا",15,It was very tense. The other game with England and Sweden was not nearly as nerve-wracking.,كان متوترا جدا. المباراة الأخرى مع إنجلترا والسويد لم تكن محطمة للأعصاب.,4|5|5_5|5|5,,,,
hit:11_conv:23,5,excited,Last week_comma_ I was watching the world cup_comma_ and watched croatia win from russia,"في الأسبوع الماضي ، كنت أشاهد كأس العالم ، وشاهدت كرواتيا تفوز من روسيا",16,You're right. I prefer nerve-wrecking matches. When both teams are great_comma_ the tension really builds.,"أنت على حق. أنا أفضل المباريات التي تدمر الأعصاب. عندما يكون الفريقان رائعين ، يزداد التوتر حقًا.",4|5|5_5|5|5,,,,
hit:12_conv:24,1,annoyed,I have someone always asking me questions about how to use mobile.,لدي شخص يسألني دائمًا أسئلة حول كيفية استخدام الهاتف المحمول.,7,Hi_comma_ I have a co work always asking me questions about how to use her mobile. It is almost always the same questions.,"مرحبًا ، لديّ زميل عمل يسألني دائمًا أسئلة حول كيفية استخدام هاتفها المحمول. دائما تقريبا نفس الأسئلة.",5|5|5_4|5|5,<HI>,,,
hit:12_conv:24,2,annoyed,I have someone always asking me questions about how to use mobile.,لدي شخص يسألني دائمًا أسئلة حول كيفية استخدام الهاتف المحمول.,17,It must be so frustrating to have to answer the same thing over and over. Is she older?,يجب أن يكون الأمر محبطًا للغاية أن تضطر إلى الإجابة على نفس الشيء مرارًا وتكرارًا. هل هي أكبر سنًا؟,5|5|5_4|5|5,,,,
hit:12_conv:24,3,annoyed,I have someone always asking me questions about how to use mobile.,لدي شخص يسألني دائمًا أسئلة حول كيفية استخدام الهاتف المحمول.,7,Yes_comma_ she is. She is telling that all the cell phone that she has been using have deleting her contacts.,نعم هي. إنها تخبر أن جميع الهواتف المحمولة التي كانت تستخدمها قد حذفت جهات الاتصال الخاصة بها.,5|5|5_4|5|5,,,,
hit:12_conv:24,4,annoyed,I have someone always asking me questions about how to use mobile.,لدي شخص يسألني دائمًا أسئلة حول كيفية استخدام الهاتف المحمول.,17,My aunt does the same thing! I think what she is doing is accidentally deleting texts_comma_ and she doesn't understand how to check her contacts list. What do you think is happening with your co-worker?,"عمتي تفعل نفس الشيء! أعتقد أن ما تفعله هو حذف النصوص عن طريق الخطأ ، ولا تفهم كيفية التحقق من قائمة جهات الاتصال الخاصة بها. ما رأيك يحدث مع زميلك في العمل؟",5|5|5_4|5|5,,,,
hit:12_conv:25,1,angry,I spent all weekend working on my truck to fix a miss in the engine. Despite spending over $200 in parts_comma_ it didn't do a thing to fix the miss.,"قضيت عطلة نهاية الأسبوع كلها في العمل على شاحنتي لإصلاح خطأ في المحرك. على الرغم من إنفاق أكثر من 200 دولار على أجزاء ، إلا أنه لم يفعل شيئًا لإصلاح الخطأ.",17,I worked on my truck all weekend. Spent $215 on parts and a special tool. Still did not fix the miss in the engine.,عملت في شاحنتي طوال عطلة نهاية الأسبوع. أنفق 215 دولارًا على قطع الغيار وأداة خاصة. ما زال لم يصلح الخطأ في المحرك.,4|5|5_5|5|5,,,,
hit:12_conv:25,2,angry,I spent all weekend working on my truck to fix a miss in the engine. Despite spending over $200 in parts_comma_ it didn't do a thing to fix the miss.,"قضيت عطلة نهاية الأسبوع كلها في العمل على شاحنتي لإصلاح خطأ في المحرك. على الرغم من إنفاق أكثر من 200 دولار على أجزاء ، إلا أنه لم يفعل شيئًا لإصلاح الخطأ.",7,What is the problem with the engine?,ما هي مشكلة المحرك؟,4|5|5_5|5|5,,,,
hit:12_conv:25,3,angry,I spent all weekend working on my truck to fix a miss in the engine. Despite spending over $200 in parts_comma_ it didn't do a thing to fix the miss.,"قضيت عطلة نهاية الأسبوع كلها في العمل على شاحنتي لإصلاح خطأ في المحرك. على الرغم من إنفاق أكثر من 200 دولار على أجزاء ، إلا أنه لم يفعل شيئًا لإصلاح الخطأ.",17,It has a miss. Sometimes when you are driving it sputters and jerks and barely has any power. Other times it drives just fine. I have replaced so many things on it and nothing makes a difference for very long.,"لديها ملكة جمال. في بعض الأحيان ، عندما تقودها ، تنفجر وتهتز وبالكاد تمتلك أي قوة. في أوقات أخرى يقود على ما يرام. لقد استبدلت الكثير من الأشياء فيه ولا شيء يحدث فرقًا لفترة طويلة جدًا.",4|5|5_5|5|5,,,,
hit:12_conv:25,4,angry,I spent all weekend working on my truck to fix a miss in the engine. Despite spending over $200 in parts_comma_ it didn't do a thing to fix the miss.,"قضيت عطلة نهاية الأسبوع كلها في العمل على شاحنتي لإصلاح خطأ في المحرك. على الرغم من إنفاق أكثر من 200 دولار على أجزاء ، إلا أنه لم يفعل شيئًا لإصلاح الخطأ.",7,Sorry to hear that. I hope you find what is the problem with the engine.,آسف لسماع ذلك. أتمنى أن تجد ما هي مشكلة المحرك.,4|5|5_5|5|5,,,,
hit:13_conv:26,1,lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,"قبل بضع سنوات انفصل زواجي ووجدت نفسي أعيش وحدي لأول مرة في حياتي. على الرغم من أنني اعتدت أخيرًا على العزلة ، فقد استغرق الأمر بعض الوقت لأعتاد عليها.",15,I found myself divorced a few years ago_comma_ and for the first time in my life_comma_ I was living alone.,"وجدت نفسي مطلقة منذ بضع سنوات ، ولأول مرة في حياتي كنت أعيش وحدي.",3|3|3_4|4|5,,,,
hit:13_conv:26,2,lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,"قبل بضع سنوات انفصل زواجي ووجدت نفسي أعيش وحدي لأول مرة في حياتي. على الرغم من أنني اعتدت أخيرًا على العزلة ، فقد استغرق الأمر بعض الوقت لأعتاد عليها.",18,I felt sad and depressed due to my insecurities and felt rejected from society,شعرت بالحزن والاكتئاب بسبب شعوري بعدم الأمان وشعرت بالرفض من المجتمع,3|3|3_4|4|5,,,,
hit:13_conv:26,3,lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,"قبل بضع سنوات انفصل زواجي ووجدت نفسي أعيش وحدي لأول مرة في حياتي. على الرغم من أنني اعتدت أخيرًا على العزلة ، فقد استغرق الأمر بعض الوقت لأعتاد عليها.",15,Yes_comma_ I felt that way for a while. But then I grew used to the solitude.,"نعم ، شعرت بهذه الطريقة لفترة من الوقت. لكن بعد ذلك اعتدت على العزلة.",3|3|3_4|4|5,,,,
hit:13_conv:26,4,lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,"قبل بضع سنوات انفصل زواجي ووجدت نفسي أعيش وحدي لأول مرة في حياتي. على الرغم من أنني اعتدت أخيرًا على العزلة ، فقد استغرق الأمر بعض الوقت لأعتاد عليها.",18,The problem is I don't think you can grew out of my specific insecurity.,المشكلة هي أنني لا أعتقد أنه يمكنك الخروج من حالة عدم الأمان الخاصة بي.,3|3|3_4|4|5,,,,
hit:13_conv:27,1,proud,I felt proud when I had accomplished a dream that I wanted to do for a long time. ,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة.,18,I felt proud when I had accomplished a dream that I wanted to do for a long time. It was absailing!!,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة. كان الغياب !!,4|4|5_3|3|3,,,,
hit:13_conv:27,2,proud,I felt proud when I had accomplished a dream that I wanted to do for a long time. ,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة.,15,I'm not familiar with abseiling_comma_ but I'm glad that you felt good about it.,"لست معتادًا على ممارسة رياضة الهبوط من قمم الجبال ، لكنني سعيد لأنك شعرت بالرضا حيال ذلك.",4|4|5_3|3|3,,,,
hit:13_conv:27,3,proud,I felt proud when I had accomplished a dream that I wanted to do for a long time. ,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة.,18,absailing_comma_ its when you rappeling down a building. What have you down that amazing?,"الغياب ، عندما تهبط على أحد المباني. ماذا لديك أسفل هذا المذهل؟",4|4|5_3|3|3,,,,
hit:13_conv:27,4,proud,I felt proud when I had accomplished a dream that I wanted to do for a long time. ,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة.,15,Oh_comma_ I see. No_comma_ I've never done that.,"حسنا أرى ذلك. لا ، لم أفعل ذلك قط.",4|4|5_3|3|3,,,,
hit:13_conv:27,5,proud,I felt proud when I had accomplished a dream that I wanted to do for a long time. ,شعرت بالفخر عندما حققت حلمًا كنت أرغب في تحقيقه لفترة طويلة.,18,so what have you done?,اذا ماذا فعلت,4|4|5_3|3|3,,,,
hit:14_conv:28,1,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,19,Hello,مرحبا,4|5|4_4|5|5,<HI> <UNIGRAM>,,,
hit:14_conv:28,2,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,20,Hello! I am in such a good mood since I got my new home.,مرحبا! أنا في مزاج جيد منذ أن وصلت إلى منزلي الجديد.,4|5|4_4|5|5,<HI>,,,
hit:14_conv:28,3,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,19,Funny - we just built a house where we used to go camping when I was a kid. ,مضحك - لقد بنينا منزلاً حيث اعتدنا الذهاب للتخييم عندما كنت طفلاً.,4|5|4_4|5|5,,,,
hit:14_conv:28,4,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,20,I have a ton of backyard space that we have plans for. Camping would be a fun one.,لدي الكثير من المساحات في الفناء الخلفي ولدينا خطط لها. التخييم سيكون ممتعا,4|5|4_4|5|5,,,,
hit:14_conv:28,5,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,19,That's wonderful. Do you have any plans to have a fire? ,هذا رائع. هل لديك أي خطط لإشعال حريق؟,4|5|4_4|5|5,,,,
hit:14_conv:28,6,sentimental,When I spend time with my father outside by the fire when we are camping.,عندما أقضي الوقت مع والدي في الخارج بالقرب من النار عندما كنا نخيم.,20,I want to look in to getting a nice fire pit for the house.,أريد أن أبحث في الحصول على حفرة نار جميلة للمنزل.,4|5|4_4|5|5,,,,
hit:14_conv:29,1,joyful,I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,كنت سعيدًا جدًا عندما انتقلت إلى منزلي الجديد. كنت أنا وصديقي ندخر لفترة من الوقت وحصلنا أخيرًا على المفاتيح الشهر الماضي. الآن يمكننا أخيرًا المضي قدمًا في خطط حياتنا.,20,Planning out my new home has turned out to be a blast!,لقد تحول التخطيط لمنزلي الجديد إلى انفجار!,4|5|5_4|5|4,,,,
hit:14_conv:29,2,joyful,I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,كنت سعيدًا جدًا عندما انتقلت إلى منزلي الجديد. كنت أنا وصديقي ندخر لفترة من الوقت وحصلنا أخيرًا على المفاتيح الشهر الماضي. الآن يمكننا أخيرًا المضي قدمًا في خطط حياتنا.,19,What kind of house are you building? ,ما نوع المنزل الذي تبنيه؟,4|5|5_4|5|4,,,,
hit:14_conv:29,3,joyful,I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,كنت سعيدًا جدًا عندما انتقلت إلى منزلي الجديد. كنت أنا وصديقي ندخر لفترة من الوقت وحصلنا أخيرًا على المفاتيح الشهر الماضي. الآن يمكننا أخيرًا المضي قدمًا في خطط حياتنا.,20,I just moved in so it is already built. Just working on planning out decorating and appliances and such.,لقد انتقلت للتو لذلك تم بناؤه بالفعل. فقط أعمل على تخطيط الديكور والأجهزة المنزلية وما شابه.,4|5|5_4|5|4,,,,
hit:14_conv:29,4,joyful,I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,كنت سعيدًا جدًا عندما انتقلت إلى منزلي الجديد. كنت أنا وصديقي ندخر لفترة من الوقت وحصلنا أخيرًا على المفاتيح الشهر الماضي. الآن يمكننا أخيرًا المضي قدمًا في خطط حياتنا.,19,That sounds great. What are you most excited for? ,هذا يبدو رائعًا. ما هي أكثر الأمور التي متحمس ل؟,4|5|5_4|5|4,,,,
hit:14_conv:29,5,joyful,I was so happy when I moved in to my new home. My girlfriend and I have been saving for awhile and we finally got the keys last month. Now we can finally move on with our life plans.,كنت سعيدًا جدًا عندما انتقلت إلى منزلي الجديد. كنت أنا وصديقي ندخر لفترة من الوقت وحصلنا أخيرًا على المفاتيح الشهر الماضي. الآن يمكننا أخيرًا المضي قدمًا في خطط حياتنا.,20,I think I am most excited for all the space I have. I can have friends over and not feel cramped.,أعتقد أنني متحمس للغاية لكل المساحة التي أمتلكها. يمكن أن يكون لدي أصدقاء ولا أشعر بالضيق.,4|5|5_4|5|4,,,,
hit:15_conv:30,1,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,21,I never took a drink before and my friends were all over me to take a drink,لم أشرب شرابًا من قبل وكان أصدقائي ينتشرون معي لتناول مشروب,5|5|5_5|5|5,,,,
hit:15_conv:30,2,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,22,Why did you feel guilty for taking a drink?,لماذا شعرت بالذنب لتناولك الشراب؟,5|5|5_5|5|5,,,,
hit:15_conv:30,3,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,21,It was not my thing and the moment I took I did wrong. Later in the night I started feeling bad.,"لم يكن ذلك شيئًا بالنسبة لي ، وفي اللحظة التي التقطت فيها ، ارتكبت خطأ. في وقت لاحق من الليل بدأت أشعر بالسوء.",5|5|5_5|5|5,,,,
hit:15_conv:30,4,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,22,I can understand. I am not a big drinker myself_comma_ but I wouldn't feel guilty about it.  Not unless you promised someone you wouldn't drink.,"أستطيع أن أفهم. أنا لست من الأشخاص الذين يشربون الخمر كثيرًا ، لكنني لن أشعر بالذنب حيال ذلك. ليس إلا إذا وعدت شخصًا ما لن تشربه.",5|5|5_5|5|5,,,,
hit:15_conv:30,5,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,21,Yeah I did to my mum and dad...When I started vomiting I mess my dress and mum knew. ,"نعم فعلت لأمي وأبي ... عندما بدأت في التقيؤ ، أفسدت ثوبي وعرفت أمي.",5|5|5_5|5|5,,,,
hit:15_conv:30,6,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,22,Oh yea I can understand that then... Well I am sure you learned your lesson_comma_ right?,"أوه نعم أستطيع أن أفهم ذلك ... حسنًا ، أنا متأكد من أنك تعلمت درسك ، أليس كذلك؟",5|5|5_5|5|5,,,,
hit:15_conv:30,7,ashamed,I went to a party and it was real bad. ,ذهبت إلى حفلة وكان الأمر سيئًا حقًا.,21,Yeah bad...anyway bye...Thanks for the chat. ,نعم سيئة ... على أي حال وداعا ... شكرا على الدردشة.,5|5|5_5|5|5,,,,
hit:15_conv:31,1,guilty,After learning my husband of only 4 weeks was cheating on me I did the same to him. Not only was it before our marriage but I had found texts of him contacting her for sex after. To make it worse I slept with a close family friend of his.,"بعد أن علمت أن زوجي كان يخونني لمدة 4 أسابيع فقط ، فعلت نفس الشيء معه. لم يكن ذلك قبل زواجنا فقط ولكنني وجدت نصوصًا له وهو يتصل بها لممارسة الجنس بعد ذلك. ومما زاد الطين بلة أنني أنام مع صديق مقرب من عائلته.",22,I was only married for 4 weeks when I learned my husband was having an affair and ongoing after the wedding. I got him back by sleeping with a close family friend. I felt guilty and ashamed because it was out of character.,تزوجت لمدة 4 أسابيع فقط عندما علمت أن زوجي على علاقة غرامية وأنه مستمر بعد الزفاف. لقد استعادته من خلال النوم مع صديق مقرب من العائلة. شعرت بالذنب والخجل لأن ذلك كان خارج عن طبيعتي.,5|5|5_5|5|5,,,,
hit:15_conv:31,2,guilty,After learning my husband of only 4 weeks was cheating on me I did the same to him. Not only was it before our marriage but I had found texts of him contacting her for sex after. To make it worse I slept with a close family friend of his.,"بعد أن علمت أن زوجي كان يخونني لمدة 4 أسابيع فقط ، فعلت نفس الشيء معه. لم يكن ذلك قبل زواجنا فقط ولكنني وجدت نصوصًا له وهو يتصل بها لممارسة الجنس بعد ذلك. ومما زاد الطين بلة أنني أنام مع صديق مقرب من عائلته.",21,Yeah that sounds really sad. I am sorry for what you went through. ,"نعم ، هذا يبدو حزينًا حقًا. أنا آسف لما مررت به.",5|5|5_5|5|5,,,,
hit:15_conv:31,3,guilty,After learning my husband of only 4 weeks was cheating on me I did the same to him. Not only was it before our marriage but I had found texts of him contacting her for sex after. To make it worse I slept with a close family friend of his.,"بعد أن علمت أن زوجي كان يخونني لمدة 4 أسابيع فقط ، فعلت نفس الشيء معه. لم يكن ذلك قبل زواجنا فقط ولكنني وجدت نصوصًا له وهو يتصل بها لممارسة الجنس بعد ذلك. ومما زاد الطين بلة أنني أنام مع صديق مقرب من عائلته.",22,Well I choose to stay and work it out_comma_ but I never told him. It has been 3 years.,"حسنًا ، اخترت البقاء والعمل بها ، لكنني لم أخبره أبدًا. لقد مرت 3 سنوات.",5|5|5_5|5|5,,,,
hit:15_conv:31,4,guilty,After learning my husband of only 4 weeks was cheating on me I did the same to him. Not only was it before our marriage but I had found texts of him contacting her for sex after. To make it worse I slept with a close family friend of his.,"بعد أن علمت أن زوجي كان يخونني لمدة 4 أسابيع فقط ، فعلت نفس الشيء معه. لم يكن ذلك قبل زواجنا فقط ولكنني وجدت نصوصًا له وهو يتصل بها لممارسة الجنس بعد ذلك. ومما زاد الطين بلة أنني أنام مع صديق مقرب من عائلته.",21,Yeah maybe that was a good decision that you made. ,"نعم ، ربما كان هذا قرارًا جيدًا اتخذته.",5|5|5_5|5|5,,,,
hit:15_conv:31,5,guilty,After learning my husband of only 4 weeks was cheating on me I did the same to him. Not only was it before our marriage but I had found texts of him contacting her for sex after. To make it worse I slept with a close family friend of his.,"بعد أن علمت أن زوجي كان يخونني لمدة 4 أسابيع فقط ، فعلت نفس الشيء معه. لم يكن ذلك قبل زواجنا فقط ولكنني وجدت نصوصًا له وهو يتصل بها لممارسة الجنس بعد ذلك. ومما زاد الطين بلة أنني أنام مع صديق مقرب من عائلته.",22,Well I thought I would be feel better but because I am not the cheating kind_comma_ I still feel guilty.,"حسنًا ، اعتقدت أنني سأشعر بتحسن ، لكن لأنني لست من النوع الخائن ، ما زلت أشعر بالذنب.",5|5|5_5|5|5,,,,
hit:16_conv:32,1,surprised,when I was younger_comma_ my parents picked me up from work with a new car_comma_ which really surprised me_comma_ I was so excited to have my own car!,"عندما كنت أصغر سنًا ، اصطحبني والداي من العمل بسيارة جديدة ، الأمر الذي أدهشني حقًا ، لقد كنت متحمسًا جدًا لامتلاك سيارتي الخاصة!",10,When I was working my first job_comma_ my parents picked me up in my new car_comma_ I was very surprised_comma_ i thought I was gonna have to buy my own car,"عندما كنت أعمل في وظيفتي الأولى ، أخذني والداي في سيارتي الجديدة ، كنت مندهشا للغاية ، اعتقدت أنني سأضطر إلى شراء سيارتي الخاصة",4|4|33_3|5|5,,,,
hit:16_conv:32,2,surprised,when I was younger_comma_ my parents picked me up from work with a new car_comma_ which really surprised me_comma_ I was so excited to have my own car!,"عندما كنت أصغر سنًا ، اصطحبني والداي من العمل بسيارة جديدة ، الأمر الذي أدهشني حقًا ، لقد كنت متحمسًا جدًا لامتلاك سيارتي الخاصة!",23,wow_comma_ that was so awesome of them!,"واو ، كان هذا رائعًا جدًا منهم!",4|4|33_3|5|5,,,,
hit:16_conv:32,3,surprised,when I was younger_comma_ my parents picked me up from work with a new car_comma_ which really surprised me_comma_ I was so excited to have my own car!,"عندما كنت أصغر سنًا ، اصطحبني والداي من العمل بسيارة جديدة ، الأمر الذي أدهشني حقًا ، لقد كنت متحمسًا جدًا لامتلاك سيارتي الخاصة!",10,Yeah it really was_comma_ I am still very thankful of them,"نعم كان الأمر كذلك حقًا ، ما زلت ممتنًا جدًا لهم",4|4|33_3|5|5,,,,
hit:16_conv:32,4,surprised,when I was younger_comma_ my parents picked me up from work with a new car_comma_ which really surprised me_comma_ I was so excited to have my own car!,"عندما كنت أصغر سنًا ، اصطحبني والداي من العمل بسيارة جديدة ، الأمر الذي أدهشني حقًا ، لقد كنت متحمسًا جدًا لامتلاك سيارتي الخاصة!",23,I had to buy my first car and it wasn't until I was 21 that I could afford it. ,اضطررت إلى شراء سيارتي الأولى ولم أستطع تحمل تكاليفها حتى بلغت 21 عامًا.,4|4|33_3|5|5,,,,
hit:16_conv:33,1,nostalgic,I get wistful remembering my high school days.,أشعر بالحزن عندما أتذكر أيام دراستي الثانوية.,23,I'm nearing 40 and I find myself thinking a lot about my teen years and early twenties. The friends I had then and the fun we had.,أنا أقترب من سن الأربعين وأجد نفسي أفكر كثيرًا في سنوات المراهقة وأوائل العشرينات من عمري. الأصدقاء الذين حظيت بهم آنذاك والمتعة التي حظينا بها.,3|5|5_4|4|33,,,,
hit:16_conv:33,2,nostalgic,I get wistful remembering my high school days.,أشعر بالحزن عندما أتذكر أيام دراستي الثانوية.,10,That is where I am still at_comma_ I am scared I will have regrets when I get older,"هذا هو المكان الذي ما زلت فيه ، وأخشى أن أشعر بالندم عندما أكبر",3|5|5_4|4|33,,,,
hit:16_conv:33,3,nostalgic,I get wistful remembering my high school days.,أشعر بالحزن عندما أتذكر أيام دراستي الثانوية.,23,I don',أنا لا,3|5|5_4|4|33,,,,
hit:16_conv:33,4,nostalgic,I get wistful remembering my high school days.,أشعر بالحزن عندما أتذكر أيام دراستي الثانوية.,10,That is good_comma_ I am glad you have no regrets!,"هذا جيد ، أنا سعيد لأنك لم تندم!",3|5|5_4|4|33,,,,
