conv_id	utterance_idx	context	prompt	translated_prompt	speaker_idx	utterance	translated_utterance	selfeval	tags			
hit:1705_conv:3411	2	sad	My dog ran away today and I cant find her.	هرب كلبي اليوم ولا يمكنني العثور عليها.	4	Yes when I was little.	هذا فظيع ، سأبكي أيضًا.	3|3|4_5|5|5				
hit:1705_conv:3411	3	sad	My dog ran away today and I cant find her.	هرب كلبي اليوم ولا يمكنني العثور عليها.	323	My dog ran away today. What kind of pet did you have as a kid?	نعم ، لا أعرف ما إذا كان سيكون لدينا أطفال الآن.	3|3|4_5|5|5				
hit:1705_conv:3411	4	sad	My dog ran away today and I cant find her.	بكيت لمدة أسبوع عندما اكتشفت أن زوجتي تعاني من إجهاض.	4	I also had a dog_comma_ did you find your dog?	يمكنك دائمًا الاعتماد ، هذا ما فعلناه!	3|3|4_5|5|5				
hit:1705_conv:3411	5	sad	My dog ran away today and I cant find her.	بكيت لمدة أسبوع عندما اكتشفت أن زوجتي تعاني من إجهاض.	323	Unfortunately_comma_ I did not. What do you think I should do?	اشترى لي والدي سيارتي الأولى منذ بضعة أسابيع!	3|3|4_5|5|5				
hit:1710_conv:3420	1	joyful	The day my daughter was born.	اليوم الذي ولدت فيه ابنتي.	9	The day my daughter was born was the happiest day of my life	سأبكي كثيرا!	5|5|5_4|4|5				
hit:1710_conv:3420	2	joyful	The day my daughter was born.	اليوم الذي ولدت فيه ابنتي.	182	Congratulations! You and your family must be delighted to have a new member!	نعم أنا عادة مرعوب من الفئران ، لذا فإن رؤية ميت هو أسوأ!	5|5|5_4|4|5				
hit:1710_conv:3420	3	joyful	The day my daughter was born.	كنت أسير إلى المنزل من العمل ليلاً عندما داس بالخطأ على فأر ميت. كدت أتقيأ نفسي وأنا أنظر إليه.	9	We are_comma_ it is for sure a change!	كنت أبكي وأبكي لأيام.	5|5|5_4|4|5				
hit:1710_conv:3420	4	joyful	The day my daughter was born.	كنت أسير إلى المنزل من العمل ليلاً عندما داس بالخطأ على فأر ميت. كدت أتقيأ نفسي وأنا أنظر إليه.	182	I am sure that you will be a great parent. You clearly show that you already love your new born daughter.	أنا حقا أحب الديدان.	5|5|5_4|4|5				
hit:1714_conv:3428	1	sad	I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.	لقد درست طوال الأسبوع الماضي استعدادًا لنصف الفصل الدراسي ، لكن عندما حصلت على النتائج ، شعرت بخيبة أمل لرؤية علامة منخفضة.	182	I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.	أنا أعيش وأعتني بجدتي أيضًا!	5|5|5_5|5|5				
hit:1714_conv:3428	2	sad	I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.	لقد درست طوال الأسبوع الماضي استعدادًا لنصف الفصل الدراسي ، لكن عندما حصلت على النتائج ، شعرت بخيبة أمل لرؤية علامة منخفضة.	9	Did you get sleepy while studying?	ما الأشياء المشتركة بيننا!	5|5|5_5|5|5				
hit:1714_conv:3428	3	sad	I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.	أنا القائم برعاية جدتي.	182	I had lots of coffee so I did not. I was very focused on studying.	نعم ، أشعر أن الأمر يستحق كل ثانية! هم أسباب وجودنا	5|5|5_5|5|5				
hit:1714_conv:3428	4	sad	I studied all week last week in preparation for my midterm_comma_ but when I got the results back_comma_ I was disappointed to see a low mark.	أنا القائم برعاية جدتي.	9	i would have fallen asleep for sure.	أهلا. أشعر بالوحدة الشديدة ، لم أؤرخ منذ أن تعرضت للغش ...	5|5|5_5|5|5				
hit:1719_conv:3438	1	joyful	I was overwhelmed with happiness the day my daughter was born.	لقد غمرتني السعادة في اليوم الذي ولدت فيه ابنتي.	266	When I think about happiness_comma_ the first thing that comes to mind is the overwhelming sense of bliss when my daughter was born.	هذه المشاعر الحنينية فريدة وممتعة للغاية. أحيانًا أعيدها في ذهني فقط للهروب من قلقي	4|5|5_5|5|5				
hit:1719_conv:3438	2	joyful	I was overwhelmed with happiness the day my daughter was born.	لقد غمرتني السعادة في اليوم الذي ولدت فيه ابنتي.	324	Aww_comma_ that's a nice story. I'm glad you have that to carry with you.	هذه فكرة جيدة. تميل الذكريات القديمة التي تتذكرها إلى أن تكون ذكريات تحبها حقًا.	4|5|5_5|5|5				
hit:1719_conv:3438	3	joyful	I was overwhelmed with happiness the day my daughter was born.	قررت تنظيف أدراجي اليوم ووجدت ألعابي القديمة منذ أن كنت أصغر سناً. أعادوا ذكريات سعيدة.	266	Thanks! What is a joyful moment in your life?	تميل الذكريات القديمة الجيدة إلى مساعدتي عاطفياً وعقلياً. ليس تلك التي كانت مؤلمة	4|5|5_5|5|5				
hit:1719_conv:3438	4	joyful	I was overwhelmed with happiness the day my daughter was born.	قررت تنظيف أدراجي اليوم ووجدت ألعابي القديمة منذ أن كنت أصغر سناً. أعادوا ذكريات سعيدة.	324	I'm thinking of a time that a party was thrown for me as a surprise. All those people getting together was really fun.	اتصل بي صديقي في الكلية وسألني عما إذا كان بإمكاننا تناول عشاء مزدوج مع شريكي وشريكته. لا أعرف لماذا لكن شريكي رفض	4|5|5_5|5|5				
hit:1736_conv:3473	1	sad	I was really broken up when we had to put our family dog to sleep	لقد انفصلت حقًا عندما اضطررنا إلى وضع كلب عائلتنا في النوم	267	I was really broken up when we had to put our family dog to sleep	لا يمكنني أبدا الغناء.	5|5|5_5|5|5				
hit:1736_conv:3473	2	sad	I was really broken up when we had to put our family dog to sleep	لقد انفصلت حقًا عندما اضطررنا إلى وضع كلب عائلتنا في النوم	262	Oh no. Thats sad. What was wrong?	أنا أيضًا ، صوتي أيضًا لا يتطابق مع الموسيقى.	5|5|5_5|5|5				
hit:1736_conv:3473	3	sad	I was really broken up when we had to put our family dog to sleep	ذهبت أمس إلى مسابقة موسيقية. طفل يبلغ من العمر حوالي 5 سنوات يغني أغنية بصوت مثالي. لقد تأثرت للتو بصوتها. يا لها من موهبة مذهلة!	267	She was really old and getting really ucomfortable	أنا بالكاد أستطيع التحدث!	5|5|5_5|5|5				
hit:1736_conv:3473	4	sad	I was really broken up when we had to put our family dog to sleep	ذهبت أمس إلى مسابقة موسيقية. طفل يبلغ من العمر حوالي 5 سنوات يغني أغنية بصوت مثالي. لقد تأثرت للتو بصوتها. يا لها من موهبة مذهلة!	262	Im sorry. That must have been hard_comma_	لقد سرقت قطعة من الرقائق من الكنيسة ذات مرة.	5|5|5_5|5|5				
hit:1739_conv:3478	1	joyful	When i graduated high school.	عندما تخرجت من المدرسة الثانوية.	9	Gradating high school was the best day of my life.	لا تكن سخيفا! يجب ألا يشاهد الأطفال التلفاز أبدًا!	5|5|5_5|5|5				
hit:1739_conv:3478	2	joyful	When i graduated high school.	عندما تخرجت من المدرسة الثانوية.	262	Did you party after?	لم اقل شيئا عن التلفاز	5|5|5_5|5|5				
hit:1739_conv:3478	3	joyful	When i graduated high school.	لا أصدق أن ابنتي تحب مدرستها الجديدة كثيرًا. هي لا تحب أي شيء.	9	Of course not_comma_ i went straight to sleep!	لديهم تلفاز داخل المدرسة أليس كذلك؟	5|5|5_5|5|5				
hit:1739_conv:3478	4	joyful	When i graduated high school.	لا أصدق أن ابنتي تحب مدرستها الجديدة كثيرًا. هي لا تحب أي شيء.	262	I partied like crazy after graduation.	تحب المدرسة لأنها قابلت مجموعة من الأطفال يحبون الرسوم المتحركة.	5|5|5_5|5|5				
hit:1747_conv:3494	1	sad	I miss my old job. It was fun.	افتقد وظيفتي القديمة. كان ممتعا.	262	My old job was the best. I miss it.	كان لدي الكثير من المواعيد السيئة في الآونة الأخيرة. أنا فقط أعرف أن رسالتي التالية ستكون رائعة.	5|5|5_4|4|4				
hit:1747_conv:3494	2	sad	I miss my old job. It was fun.	افتقد وظيفتي القديمة. كان ممتعا.	270	why	آمل أن يكون - هل لديك أي تجارب مضحكة من التجارب السيئة؟	5|5|5_4|4|4	<UNIGRAM>			
hit:1747_conv:3494	3	sad	I miss my old job. It was fun.	افتقد وظيفتي القديمة. كان ممتعا.	262	It was fun. I liked my coworkers. And I got good discounts on clothes.	أخبرت رجلاً أنني أخاف من الزومبي وضحك بشدة لدرجة أنني أردت فقط العودة إلى المنزل.	5|5|5_4|4|4				
hit:1747_conv:3494	4	sad	I miss my old job. It was fun.	أعتقد أن تاريخي القادم سوف يسير على ما يرام. الكثير من الأشياء السيئة.	270	ok	انا اسف لسماع ذلك. ستجد شخصًا جيدًا قريبًا!	5|5|5_4|4|4	<UNIGRAM>			
hit:1747_conv:3494	5	sad	I miss my old job. It was fun.	أعتقد أن تاريخي القادم سوف يسير على ما يرام. الكثير من الأشياء السيئة.	262	I dont like shopping in that store anymore now.	وأنا أعلم أنني سوف. لا إلى أين أذهب ولكن!	5|5|5_4|4|4				
hit:1749_conv:3498	1	joyful	I'm moving to New York to pursue my dreams!	أنتقل إلى نيويورك لمتابعة أحلامي!	262	I'm moving to New York soon.	شاهدت فيلمًا بدا جيدًا حقًا في المقطع الدعائي ولكن لم يعجبني على الإطلاق	5|5|5_4|4|4				
hit:1749_conv:3498	2	joyful	I'm moving to New York to pursue my dreams!	أنتقل إلى نيويورك لمتابعة أحلامي!	226	How exciting for you. 	ماذا كان الفيلم؟ انقذني	5|5|5_4|4|4				
hit:1749_conv:3498	3	joyful	I'm moving to New York to pursue my dreams!	أنتقل إلى نيويورك لمتابعة أحلامي!	262	I think I can make it there. Its never too lare.	لا أريد أن أقول لأنني أشعر أنه يجب على الجميع أن يحكموا بأنفسهم.	5|5|5_4|4|4				
hit:1749_conv:3498	4	joyful	I'm moving to New York to pursue my dreams!	شاهدت فيلمًا بدا جيدًا حقًا في المقطع الدعائي ولكن لم يعجبني على الإطلاق.	226	There's always hope in a new beginning.	حسنا شكرا على لا شيء لول	5|5|5_4|4|4				
hit:1749_conv:3498	5	joyful	I'm moving to New York to pursue my dreams!	شاهدت فيلمًا بدا جيدًا حقًا في المقطع الدعائي ولكن لم يعجبني على الإطلاق.	262	I think so too.	U تحتقر الناس الذين يلبسون الأردنيين. أنا لم يكن لدي زوج من قبل.	5|5|5_4|4|4				
hit:1757_conv:3515	1	joyful	I felt joyful on a childhood holiday. My parents took me to Disney World.	شعرت بالبهجة في عطلة طفولتي. أخذني والداي إلى عالم ديزني.	196	I went to Disney World on holiday when I was 12	هل لديك اي مال؟	5|5|5_5|5|5				
hit:1757_conv:3515	2	joyful	I felt joyful on a childhood holiday. My parents took me to Disney World.	شعرت بالبهجة في عطلة طفولتي. أخذني والداي إلى عالم ديزني.	262	Did you have fun?	تركته في المنزل. الرجل يعرفني رغم ذلك. سأحضره له غدا.	5|5|5_5|5|5				
hit:1757_conv:3515	3	joyful	I felt joyful on a childhood holiday. My parents took me to Disney World.	ذهبت إلى المتجر بدون نقود اليوم مثل الأبله.	196	IT WAS AMAZING!!!	هذا جيد إنه لطيف من هذا القبيل.	5|5|5_5|5|5				
hit:1757_conv:3515	4	joyful	I felt joyful on a childhood holiday. My parents took me to Disney World.	ذهبت إلى المتجر بدون نقود اليوم مثل الأبله.	262	I bet I enjoyed it when I was 30 and pregnant!	أذهب إلى هناك عدة مرات في الأسبوع. إنه يعرف أنني جيد لذلك. ما زلت أشعر بالحرج رغم ذلك.	5|5|5_5|5|5				
hit:1760_conv:3520	1	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	262	I miss having a man at home.	يمكن بالتأكيد.	5|5|5_5|5|5				
hit:1760_conv:3520	2	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	196	Yeah? I'm sorry to hear that. Are you looking for someone else? (Does that sound sleazy_comma_ lol?)	سيحدث في نهاية المطاف	5|5|5_5|5|5				
hit:1760_conv:3520	3	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	262	I am looking but its not going well. 	بالتااكيد	5|5|5_5|5|5				
hit:1760_conv:3520	4	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	196	Oh dear. Maybe you don't need a man - I'm one and can confirm that they are messy_comma_ noisy and rude.	كنت في السوبر ماركت في ذلك اليوم. كان مشغولاً للغاية وكان الناس يتركون أطفالهم يركضون في البرية مما يسبب الفوضى!	5|5|5_5|5|5				
hit:1760_conv:3520	5	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	262	I know all of those things lol. Just alone every day can get to you	أنا أكره ذلك.	5|5|5_5|5|5				
hit:1760_conv:3520	6	sad	I miss being in a relationship sometimes.	أفتقد أن أكون في علاقة أحيانًا.	196	It sure can.	كان الأمر غير منطقي لأنني أعلم أنهم لا يفعلون ذلك عن قصد - لكنه جعلني غاضبًا حقًا	5|5|5_5|5|5				
hit:1760_conv:3520	7	sad	I miss being in a relationship sometimes.	لقد غضبت من الناس في السوبر ماركت. كانوا يتركون طفلهم الصغير يدفع العربة وكانت مشغولة للغاية. كانوا يسدون جميع الممرات.	262	It will happen eventualy	يجب أن يكون الناس أكثر مراعاة على الرغم من ذلك.	5|5|5_5|5|5				
hit:1760_conv:3520	8	sad	I miss being in a relationship sometimes.	لقد غضبت من الناس في السوبر ماركت. كانوا يتركون طفلهم الصغير يدفع العربة وكانت مشغولة للغاية. كانوا يسدون جميع الممرات.	196	DEfinitely	حصلت ابنتي على F على exm وأخفتها عني.	5|5|5_5|5|5	<UNIGRAM>			
hit:1769_conv:3538	1	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	كنت حزينًا للغاية عندما شاهدت نهاية Orange is the New Black. أخبروا السجين المكسيكي أنها كانت حرة بعد أن لم تكن كذلك.	196	Do you watch Orange is the New Black? I was sad when I saw it.	وأنا أقدر ذلك! أتمنى لو كنت قد شاهدته حتى تتمكن من التحدث عنه أكثر.	5|5|5_4|5|5				
hit:1769_conv:3538	2	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	كنت حزينًا للغاية عندما شاهدت نهاية Orange is the New Black. أخبروا السجين المكسيكي أنها كانت حرة بعد أن لم تكن كذلك.	324	I haven't seen it_comma_ but I know a lot of people like it. 	أجد الأشخاص الذين لديهم كلب قابل للتمديد مزعجًا.	5|5|5_4|5|5				
hit:1769_conv:3538	3	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	كنت حزينًا للغاية عندما شاهدت نهاية Orange is the New Black. أخبروا السجين المكسيكي أنها كانت حرة بعد أن لم تكن كذلك.	196	Yeah - it's a bit like an old HBO show called Oz	ماذا عن ذلك مزعج؟ أليس هذا أفضل للكلب؟	5|5|5_4|5|5				
hit:1769_conv:3538	4	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	كنت حزينًا للغاية عندما شاهدت نهاية Orange is the New Black. أخبروا السجين المكسيكي أنها كانت حرة بعد أن لم تكن كذلك.	324	Sounds good_comma_ were you said throughout the series or because of an ending?	ربما يكون أفضل للكلب. لكن المالكين ليسوا مسؤولين دائمًا. حيث أعيش ، يستخدمونها على الرصيف ويغلقون المنطقة بأكملها لأشخاص آخرين يمشون.	5|5|5_4|5|5				
hit:1769_conv:3538	5	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	لقد انزعجت في ذلك اليوم عندما كانت امرأة تمشي مع كلبها. كان لديه سلك قابل للتمديد وكان يسد الرصيف	196	Because of an ending - I don't want to spoil it for you though	هذا لا يبدو آمنًا لأي شخص. هل هناك أي شيء يمكنك القيام به حيال ذلك؟	5|5|5_4|5|5				
hit:1769_conv:3538	6	sad	I was very sad when I watched the ending to Orange is the New Black. They told the Mexican prisoner she was free adn tehn she wasn't.	لقد انزعجت في ذلك اليوم عندما كانت امرأة تمشي مع كلبها. كان لديه سلك قابل للتمديد وكان يسد الرصيف	324	I appreciate that! I wish I had watched it so you could talk more about it. 	لا أصدق أن كلبي قد مات للتو.	5|5|5_4|5|5				
hit:1771_conv:3542	1	sad	My dog just passed away.  I am so hurt right now.	مات كلبي للتو. أنا متألم جدا الآن.	322	I can't believe my dog just passed away.	هذا يبدو ممتع.	4|4|4_5|5|5				
hit:1771_conv:3542	2	sad	My dog just passed away.  I am so hurt right now.	مات كلبي للتو. أنا متألم جدا الآن.	196	I'm sorry to hear that. Are you OK?	إنه - خاصة في ضوء الشمس	4|4|4_5|5|5				
hit:1771_conv:3542	3	sad	My dog just passed away.  I am so hurt right now.	شعرت بالرضا الشديد الأسبوع الماضي. كنت على متن قارب تحت أشعة الشمس.	322	I am so hurt right now.	أنا أحب أشعة الشمس ، إنها رائعة.	4|4|4_5|5|5				
hit:1771_conv:3542	4	sad	My dog just passed away.  I am so hurt right now.	شعرت بالرضا الشديد الأسبوع الماضي. كنت على متن قارب تحت أشعة الشمس.	196	Oh man. That's so sad.	أشعر بالاشمئزاز لأن الكثير من الناس صوتوا لصالح خروج بريطانيا من الاتحاد الأوروبي في المملكة المتحدة.	4|4|4_5|5|5				
hit:1778_conv:3556	1	joyful	I asked my girlfriend to marry me.  I am so happy she said yes!	طلبت من صديقتي أن تتزوجني. أنا سعيدة للغاية لأنها قالت نعم!	322	I just asked my girlfriend if she will marry me.	هذا خبر عظيم. لابد أنه محظوظ.	5|5|5_5|5|5				
hit:1778_conv:3556	2	joyful	I asked my girlfriend to marry me.  I am so happy she said yes!	طلبت من صديقتي أن تتزوجني. أنا سعيدة للغاية لأنها قالت نعم!	196	What did she say?	نعم - سأكون خائفًا جدًا من مقابلة شخص غريب من الإنترنت.	5|5|5_5|5|5				
hit:1778_conv:3556	3	joyful	I asked my girlfriend to marry me.  I am so happy she said yes!	لقد تأثرت مؤخرًا بشجاعة شخص ما. لقد التقوا بشخص غريب عبر الإنترنت وضربوه جيدًا.	322	She said yes_comma_ I am so happy!	يبدو أن كل شيء سار بالنسبة له.	5|5|5_5|5|5				
hit:1778_conv:3556	4	joyful	I asked my girlfriend to marry me.  I am so happy she said yes!	لقد تأثرت مؤخرًا بشجاعة شخص ما. لقد التقوا بشخص غريب عبر الإنترنت وضربوه جيدًا.	196	Congratulations. That's amazing!	كنت خائفا	5|5|5_5|5|5				
hit:1787_conv:3575	1	joyful	I won a lottery	لقد ربحت يانصيب	25	Waited as the numbers spinned_comma_and finally the call_comma_ that was mine!	أحسنت! التعليم الجيد عظيم لمستقبلك.	3|3|3_4|4|4				
hit:1787_conv:3575	2	joyful	I won a lottery	لقد ربحت يانصيب	322	What game were you playing?	آمل ذلك حتى لو لم يكن ذلك صحيحًا دائمًا.	3|3|3_4|4|4				
hit:1787_conv:3575	3	joyful	I won a lottery	حصلت مؤخرًا على أفضل الدرجات في صفي في الجامعة.	25	Lotto	إنه يستحق كل هذا العناء على المدى الطويل.	3|3|3_4|4|4	<UNIGRAM>			
hit:1787_conv:3575	4	joyful	I won a lottery	حصلت مؤخرًا على أفضل الدرجات في صفي في الجامعة.	322	Wow_comma_ I am so happy for you!	كنت أعلم أنني سأحصل على الترقية التي كنت سأحصل عليها.	3|3|3_4|4|4				
hit:1791_conv:3583	1	sad	When i first joined college i failed most of my units because i had underestimated how good someone needs to prepare before going for an exam paper	عندما انضممت إلى الكلية لأول مرة ، فشلت في معظم وحداتي لأنني قد قللت من مدى جودة استعداد الشخص قبل الذهاب إلى ورقة الامتحان	334	I failed most of my Units in my first year of study in college.	نعم ، يبدو أن حربًا تجارية قد تحدث الآن!	5|5|5_4|4|4				
hit:1791_conv:3583	2	sad	When i first joined college i failed most of my units because i had underestimated how good someone needs to prepare before going for an exam paper	عندما انضممت إلى الكلية لأول مرة ، فشلت في معظم وحداتي لأنني قد قللت من مدى جودة استعداد الشخص قبل الذهاب إلى ورقة الامتحان	322	That's terrible_comma_ will you be able to stay in school?	نعم. بدأ ترامب كل ذلك كالمعتاد.	5|5|5_4|4|4				
hit:1791_conv:3583	3	sad	When i first joined college i failed most of my units because i had underestimated how good someone needs to prepare before going for an exam paper	أنا سعيد جدًا لأن كندا ردت على ترامب بزيادة الضرائب على بعض منتجاتنا.	334	Yeah just the hustle of having to repeat all the units i failed.	أوافق على أنه يحتاج إلى التوقف عن عزل الولايات المتحدة.	5|5|5_4|4|4				
hit:1791_conv:3583	4	sad	When i first joined college i failed most of my units because i had underestimated how good someone needs to prepare before going for an exam paper	أنا سعيد جدًا لأن كندا ردت على ترامب بزيادة الضرائب على بعض منتجاتنا.	322	Well_comma_ I hope you do better this year.	مرحبًا ، لقد رغبت في الحصول على سيارة بورش لسنوات عديدة واشتراها والدي لي بالأمس!	5|5|5_4|4|4				
hit:1800_conv:3600	1	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	336	Leaving home makes me feel unhappy	بالطبع ، لقد شعرت بالحزن لأسباب عديدة. الأشياء التي تحدث في العالم تجعلني حزينًا.	5|5|5_5|5|5				
hit:1800_conv:3600	2	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	77	That makes me so sad. Why is that so?	هل تتذكر شيئًا يجعلك حزينًا حقًا؟	5|5|5_5|5|5				
hit:1800_conv:3600	3	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	336	I have to be away and I am not able to play with my son	ما يحزنني هو الجوع في العالم. لا أستطيع أن أتحمل معاناة الناس.	5|5|5_5|5|5				
hit:1800_conv:3600	4	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	77	yes that can be a huge problem. I'm so sorry you're having to go through that.	الشيء الآخر الذي يجعلني حزينًا هو عندما يكون شخص ما عنصريًا. رأيت شخصًا بغيضًا جدًا في ذلك اليوم وكان الأمر فظيعًا.	5|5|5_5|5|5				
hit:1800_conv:3600	5	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	336	NO problem.HAve you ever fell sad?	هذا سبب للحزن ولكن أيضًا أن تكون غاضبًا	5|5|5_5|5|5				
hit:1800_conv:3600	6	sad	I feel sad when I left home	أشعر بالحزن عندما غادرت المنزل	77	Of course_comma_ I've felt sad for many reasons. Things that happen in the world make me sad.	هذا صحيح ، أشعر بالغضب أيضًا عندما يُعامل شخص ما بشكل غير عادل.	5|5|5_5|5|5				
hit:1800_conv:3600	7	sad	I feel sad when I left home	رأيت شخصًا بغيضًا وعنصريًا بشعًا تجاه شخص ما ولم يستطع تحمله! أنا	336	Do you recall something that makes you really sad?	كل الناس متشابهون ، أتفهم سبب شعورك بالحزن الشديد وأعتقد أنك محبط أيضًا	5|5|5_5|5|5				
hit:1800_conv:3600	8	sad	I feel sad when I left home	رأيت شخصًا بغيضًا وعنصريًا بشعًا تجاه شخص ما ولم يستطع تحمله! أنا	77	What makes me sad is hunger in the world. I cannot stand people suffering.	كان عيد ميلادي الأسبوع الماضي. لقد كان يومًا مزعجًا حقًا.	5|5|5_5|5|5				
hit:1805_conv:3611	1	joyful	I watched a film recently at the theater and it was really good_comma_ so that made me feel happy.	لقد شاهدت فيلمًا مؤخرًا في المسرح وكان جيدًا حقًا ، مما جعلني أشعر بالسعادة.	332	I felt really good tonight after I got back from the cinema.	هل تريد أن تفعل شيئًا مميزًا اليوم؟	5|5|5_4|5|5				
hit:1805_conv:3611	2	joyful	I watched a film recently at the theater and it was really good_comma_ so that made me feel happy.	لقد شاهدت فيلمًا مؤخرًا في المسرح وكان جيدًا حقًا ، مما جعلني أشعر بالسعادة.	308	Oh that sounds like fun! What kind of film did you see?	لا ، أشعر بالمرض وبقيت في النزل. اشتقت لأمي اليوم.	5|5|5_4|5|5				
hit:1805_conv:3611	3	joyful	I watched a film recently at the theater and it was really good_comma_ so that made me feel happy.	بما أنني كنت مريضًا ، لم أتمكن من الذهاب إلى مدرستي وبقيت في الغرفة. اشتقت لأمي الآن.	332	It was an action film_comma_ and it was surprisingly one of the best I've seen recently.	يمكنك قراءة شيء ما	5|5|5_4|5|5				
hit:1805_conv:3611	4	joyful	I watched a film recently at the theater and it was really good_comma_ so that made me feel happy.	بما أنني كنت مريضًا ، لم أتمكن من الذهاب إلى مدرستي وبقيت في الغرفة. اشتقت لأمي الآن.	308	Action films on the big screen are very exciting with the loud sounds and visual effects!!	كان علي أن أراقب والدي عندما مرض. شعرت فقط أنني بحاجة للتأكد من أنه سيكون على ما يرام	5|5|5_4|5|5				
hit:1821_conv:3643	1	sad	I lost a dear friend 2 days ago	لقد فقدت صديقًا عزيزًا منذ يومين	25	He struggled  with cancer for 2 years	لقد وثقت في زميلي في العمل ليقدم مستوى عالٍ من العمل ، لكنه لم يفعل.	2|4|4_5|5|5				
hit:1821_conv:3643	2	sad	I lost a dear friend 2 days ago	لقد فقدت صديقًا عزيزًا منذ يومين	20	Who did? And I'm sorry to hear that.	هذا وضع رهيب أنت فيه هل تم حله؟	2|4|4_5|5|5				
hit:1821_conv:3643	3	sad	I lost a dear friend 2 days ago	لقد فقدت صديقًا عزيزًا منذ يومين	25	A Bossom friend 	لقد وثقت في زميلي في العمل ليقدم مستوى عالٍ من العمل ، لكنه لم يفعل.	2|4|4_5|5|5				
hit:1821_conv:3643	4	sad	I lost a dear friend 2 days ago	أعطاني زميلي في العمل مستوى عمل ضعيفًا للغاية	20	I am sorry for your loss. 	نعم هذا يبدو سيئا حقا!	2|4|4_5|5|5				
hit:1821_conv:3643	5	sad	I lost a dear friend 2 days ago	أعطاني زميلي في العمل مستوى عمل ضعيفًا للغاية	25	Thanks! Well that's the way  life goes	أشعر بالسوء تجاه قراري ترك وظيفتي. آمل ألا أكون قد اتخذت القرار الخاطئ.	2|4|4_5|5|5				
hit:1830_conv:3661	1	joyful	that i am going to a concert after work 	أنني ذاهب إلى حفلة موسيقية بعد العمل	11	I cant wait for work to finish today. I am headed out to a concert to have some fun!	اشترى جاري للتو هذه السيارة الفاخرة ، وأعتقد أنها سيارة أودي. ربما كلفته 70 ألفًا لكنه يعمل في مركز اتصالات ، لا أعرف كيف يمكنه تحمل ذلك على 10 دولارات في الساعة	5|5|5_5|5|5				
hit:1830_conv:3661	2	joyful	that i am going to a concert after work 	أنني ذاهب إلى حفلة موسيقية بعد العمل	13	That sounds like a blast. Who are you going to see?	ما هو مجنون! حسنًا ، لا بد أنه يفعل شيئًا قانونيًا حقًا ، أليس كذلك؟ الضحك بصوت مرتفع	5|5|5_5|5|5				
hit:1830_conv:3661	3	joyful	that i am going to a concert after work 	أنني ذاهب إلى حفلة موسيقية بعد العمل	11	Its just a bunch of locals! Its going to be rad. 	لا يوجد أشخاص في منطقتي يريدون فقط إثارة إعجاب بعضهم البعض حتى لو كان ذلك يعني عدم وجود طعام لأطفالهم	5|5|5_5|5|5				
hit:1830_conv:3661	4	joyful	that i am going to a concert after work 	حصل جاري على سيارة Audi الفاخرة التي رأيتها في الوكالة ، لا بد أنها تكلفتها 70 ألفًا. سيارة جميلة جدا	13	That is fun_comma_ is it an inside thing or outside?	بعض الناس يحبون ذلك حقًا. أنا لست واحدًا من هؤلاء الأشخاص.	5|5|5_5|5|5				
hit:1830_conv:3661	5	joyful	that i am going to a concert after work 	حصل جاري على سيارة Audi الفاخرة التي رأيتها في الوكالة ، لا بد أنها تكلفتها 70 ألفًا. سيارة جميلة جدا	11	Its an outdoor event here in the city. 	أشعر حقا اليوم بالسلام مع الحياة. إنه شعور جيد أن تشعر بالرضا ، أليس كذلك؟	5|5|5_5|5|5				
